variant_name,prediction,seed,compat_N,well_mixed,payoff_preset,payoff_T,payoff_R,payoff_P,payoff_S,evolution_on,mutation_rate,fermi_k,evolution_interval,dunbar_limit,vision_radius,end_cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,d_share,exploit_last_window,payoff_ALLD,payoff_TFT,payoff_all,known_partners,distinct_partners,exceeding_dunbar,fixated,stabilized,stabilized_at,nb_character_changes
S1_P12_wellmixed,P1P2,2121129191,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007081874893520278,0.014161440420797087,0.0,0.0,3.114319658795501,199.0,199.0,0.0,True,False,-1,4841
S1_P12_wellmixed,P1P2,686818433,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03238780601924844,0.06300112043286968,0.0,0.0,2.4437589088403326,199.0,199.0,0.0,True,False,-1,5266
S1_P12_wellmixed,P1P2,744720527,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,20000,0.032,0.0,0.968,0.0,0.0,0.0,0.0,1.0,0.0,1.0970248638365516,1.094225677047299,1.0968709085631425,199.0,199.0,0.0,False,False,-1,3637
S1_P12_wellmixed,P1P2,381425458,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.006583174542817216,0.0,0.0,0.0,4.081405587487164,199.0,199.0,0.0,True,False,-1,8256
S1_P12_wellmixed,P1P2,1620985466,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0648309855516427,0.0,1.0648309855516427,199.0,199.0,0.0,True,True,11000,895
S1_P12_wellmixed,P1P2,2121129191,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,0.728,0.0,0.0,0.27199999999999996,0.0,0.9000479108384873,0.1539357420935217,0.35491407598576985,0.0,0.354952088019945,199.0,199.0,0.0,False,False,-1,9735
S1_P12_wellmixed,P1P2,686818433,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27819555183500594,0.0,0.27819555183500594,199.0,199.0,0.0,True,True,19000,7104
S1_P12_wellmixed,P1P2,744720527,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9238448262983704,199.0,199.0,0.0,True,False,-1,10674
S1_P12_wellmixed,P1P2,381425458,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.33299999999999996,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.9519763551171097,199.0,199.0,0.0,False,False,-1,8916
S1_P12_wellmixed,P1P2,2121129191,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,20000,0.0,0.26999999999999996,0.0,0.0,0.327,0.287,0.11599999999999999,0.0,0.0,0.0,0.0,2.987456943282456,199.0,199.0,0.0,False,False,-1,14518
S1_P12_wellmixed,P1P2,1620985466,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,0.0,0.09749999999999999,0.0155,0.6180000000000001,0.269,0.0,0.0,0.0,0.0,0.8700233842933772,199.0,199.0,0.0,False,False,-1,13363
S1_P12_wellmixed,P1P2,686818433,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,20000,0.0,0.2465,0.0,0.0,0.056499999999999995,0.0,0.697,0.0,0.0,0.0,0.0,2.9925854828701435,199.0,199.0,0.0,False,False,-1,12281
S1_P12_wellmixed,P1P2,744720527,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,20000,0.19899999999999998,0.8009999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.990539826127826,2.9891072511738512,199.0,199.0,0.0,False,False,-1,10181
S1_P12_wellmixed,P1P2,381425458,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,20000,0.0,0.0,0.0,0.189,0.48850000000000005,0.0,0.3225,0.0,0.0,0.0,0.0,2.990564405516368,199.0,199.0,0.0,False,False,-1,14032
S1_P12_wellmixed,P1P2,1620985466,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,20000,0.22200000000000003,0.0,0.0,0.0,0.0,0.0,0.7779999999999999,0.0,0.0,0.0,2.990723185525558,2.9915745569931302,199.0,199.0,0.0,False,False,-1,12028
S1_P12_wellmixed,P1P2,2121129191,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,20000,0.23149999999999998,0.004,0.5955,0.006500000000000001,0.007000000000000001,0.125,0.030500000000000006,0.8895492590991486,0.17361630975864312,2.6617671673608414,2.665324740224066,2.6608465882412236,199.0,199.0,0.0,False,False,-1,11760
S1_P12_wellmixed,P1P2,686818433,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,20000,0.0005,0.07100000000000001,0.2375,0.36450000000000005,0.05950000000000001,0.22600000000000003,0.040999999999999995,0.53673887089311,0.31515105154166007,1.9399391166963316,0.0,1.9408379412706882,199.0,199.0,0.0,False,False,-1,10581
S1_P12_wellmixed,P1P2,744720527,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,20000,0.06200000000000001,0.0015,0.8055,0.014500000000000002,0.10700000000000001,0.0005,0.009,0.9903266358860494,0.017769768457841853,1.4220483589883215,1.4319900861894774,1.4209476163472097,199.0,199.0,0.0,False,False,-1,8059
S1_P12_wellmixed,P1P2,381425458,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,20000,0.1015,0.0005,0.836,0.009500000000000001,0.03600000000000001,0.0125,0.003999999999999999,0.9889652224927126,0.021190771602070432,1.5575894622506148,1.5535212352806977,1.5574779771252254,199.0,199.0,0.0,False,False,-1,9675
S1_P12_wellmixed,P1P2,1620985466,200,True,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,20000,0.0465,0.0025,0.884,0.0495,0.007499999999999998,0.0095,0.0005,0.9896161812236312,0.02000753147666061,1.4152319405990879,1.4223902260318089,1.414904853175396,199.0,199.0,0.0,False,False,-1,8505
S1_P12_wellmixed,P1P2,2121129191,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,20000,0.0025,0.074,0.38950000000000007,0.025,0.031,0.0035000000000000005,0.47450000000000003,0.5400152334614046,0.33282805343198146,0.728846976750865,0.0,0.7277931577221525,199.0,199.0,0.0,False,False,-1,11866
S1_P12_wellmixed,P1P2,744720527,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,20000,0.20800000000000002,0.012,0.025500000000000002,0.038000000000000006,0.0185,0.06750000000000002,0.6305000000000001,0.06112652595708166,0.04754262131311312,0.6641811891714147,0.6680603774351217,0.667671654277376,199.0,199.0,0.0,False,False,-1,14350
S1_P12_wellmixed,P1P2,686818433,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,20000,0.014000000000000002,0.0005,0.5715,0.038,0.015,0.16299999999999998,0.198,0.764073403735112,0.27767126056295716,0.4730949895063734,0.46555525386916324,0.4739798346525762,199.0,199.0,0.0,False,False,-1,14162
S1_P12_wellmixed,P1P2,381425458,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,20000,0.0025,0.006,0.7145,0.019,0.004,0.12200000000000003,0.132,0.8444610898789298,0.22266642635951042,0.43711432973318703,0.0,0.4379918526731838,199.0,199.0,0.0,False,False,-1,13741
S1_P12_wellmixed,P1P2,1620985466,200,True,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,20000,0.006,0.1365,0.6855,0.0505,0.0315,0.021500000000000002,0.06849999999999999,0.7843837759704944,0.30650202163697954,0.4868827426727474,0.487531181494219,0.4863117485304796,199.0,199.0,0.0,False,False,-1,13043
S1_P12_wellmixed,P1P2,2121129191,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,20000,0.002,0.631,0.34700000000000003,0.004,0.005,0.0015,0.009500000000000003,0.3530162416268297,0.44976053011415823,2.8865347890862334,2.8745202645689867,2.8861346661381435,199.0,199.0,0.0,False,False,-1,14341
S1_P12_wellmixed,P1P2,744720527,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,20000,0.001,0.6445,0.3195,0.007999999999999998,0.003,0.0095,0.014500000000000002,0.33814824629565965,0.4397743962697854,2.89250244374937,0.0,2.893458333013417,199.0,199.0,0.0,False,False,-1,14133
S1_P12_wellmixed,P1P2,686818433,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,20000,0.0095,0.028500000000000004,0.0015,0.393,0.2605,0.18499999999999997,0.12200000000000003,0.006134378346760025,0.00611691068653842,0.0,0.0,2.9605514961469517,199.0,199.0,0.0,False,False,-1,14972
S1_P12_wellmixed,P1P2,381425458,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,20000,0.016500000000000004,0.606,0.265,0.0015,0.001,0.0045000000000000005,0.1055,0.31051647336099253,0.40669247001454173,2.782033508764217,2.779358232654012,2.7814947437856237,199.0,199.0,0.0,False,False,-1,12724
S1_P3_wellmixed,P3,2121129191,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36207241412499475,0.0,1.0349384264245334,4.193989504662989,3.5621792890152983,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.3614222381441597,0.0,1.0349735041459869,4.195094469911871,3.563070276758693,199.0,199.0,0.0,False,True,11000,0
S1_P12_wellmixed,P1P2,1620985466,200,True,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,20000,0.0405,0.38150000000000006,0.002,0.019,0.20049999999999998,0.09699999999999999,0.25949999999999995,0.006406830702717511,0.008273953724919748,2.941935659167482,2.962963964813893,2.9622385649647622,199.0,199.0,0.0,False,False,-1,14970
S1_P3_wellmixed,P3,744720527,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.3594330322308847,0.0,1.0349672165922408,4.194137953257734,3.5623038059246355,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36116978252670157,0.0,1.034970584946025,4.19468189291722,3.56273963132298,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36048265787510253,0.0,1.034975293844974,4.194869954229349,3.5628910221524746,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36207241412499475,0.0,0.0069876852849066,0.7987706956195282,0.640414093552604,199.0,199.0,0.0,False,True,11000,0
